SimTime	Sender	Receiver	Type	Details
1510385	node-1	node-4	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@3cef309d, cmg.cnsim.testblockchain.node.Vote@32709393, cmg.cnsim.testblockchain.node.Vote@3d99d22e, cmg.cnsim.testblockchain.node.Vote@49fc609f]
1510385	node-1	node-5	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@3cef309d, cmg.cnsim.testblockchain.node.Vote@32709393, cmg.cnsim.testblockchain.node.Vote@3d99d22e, cmg.cnsim.testblockchain.node.Vote@49fc609f]
1510485	node-2	node-2	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@3cef309d, cmg.cnsim.testblockchain.node.Vote@32709393, cmg.cnsim.testblockchain.node.Vote@3d99d22e, cmg.cnsim.testblockchain.node.Vote@49fc609f]
1510499	node-2	node-1	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@3cef309d, cmg.cnsim.testblockchain.node.Vote@32709393, cmg.cnsim.testblockchain.node.Vote@3d99d22e, cmg.cnsim.testblockchain.node.Vote@49fc609f]
1510499	node-2	node-3	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@3cef309d, cmg.cnsim.testblockchain.node.Vote@32709393, cmg.cnsim.testblockchain.node.Vote@3d99d22e, cmg.cnsim.testblockchain.node.Vote@49fc609f]
1510499	node-2	node-4	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@3cef309d, cmg.cnsim.testblockchain.node.Vote@32709393, cmg.cnsim.testblockchain.node.Vote@3d99d22e, cmg.cnsim.testblockchain.node.Vote@49fc609f]
1510499	node-2	node-5	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@3cef309d, cmg.cnsim.testblockchain.node.Vote@32709393, cmg.cnsim.testblockchain.node.Vote@3d99d22e, cmg.cnsim.testblockchain.node.Vote@49fc609f]
1510585	node-3	node-3	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@3cef309d, cmg.cnsim.testblockchain.node.Vote@32709393, cmg.cnsim.testblockchain.node.Vote@3d99d22e, cmg.cnsim.testblockchain.node.Vote@49fc609f]
1510614	node-3	node-1	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@3cef309d, cmg.cnsim.testblockchain.node.Vote@32709393, cmg.cnsim.testblockchain.node.Vote@3d99d22e, cmg.cnsim.testblockchain.node.Vote@49fc609f]
1510614	node-3	node-4	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@3cef309d, cmg.cnsim.testblockchain.node.Vote@32709393, cmg.cnsim.testblockchain.node.Vote@3d99d22e, cmg.cnsim.testblockchain.node.Vote@49fc609f]
1510614	node-3	node-5	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@3cef309d, cmg.cnsim.testblockchain.node.Vote@32709393, cmg.cnsim.testblockchain.node.Vote@3d99d22e, cmg.cnsim.testblockchain.node.Vote@49fc609f]
1510614	node-3	node-2	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@3cef309d, cmg.cnsim.testblockchain.node.Vote@32709393, cmg.cnsim.testblockchain.node.Vote@3d99d22e, cmg.cnsim.testblockchain.node.Vote@49fc609f]
1510614	node-4	node-4	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@3cef309d, cmg.cnsim.testblockchain.node.Vote@32709393, cmg.cnsim.testblockchain.node.Vote@3d99d22e, cmg.cnsim.testblockchain.node.Vote@49fc609f]
1510657	node-4	node-1	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@3cef309d, cmg.cnsim.testblockchain.node.Vote@32709393, cmg.cnsim.testblockchain.node.Vote@3d99d22e, cmg.cnsim.testblockchain.node.Vote@49fc609f]
1510657	node-4	node-2	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@3cef309d, cmg.cnsim.testblockchain.node.Vote@32709393, cmg.cnsim.testblockchain.node.Vote@3d99d22e, cmg.cnsim.testblockchain.node.Vote@49fc609f]
1510657	node-4	node-5	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@3cef309d, cmg.cnsim.testblockchain.node.Vote@32709393, cmg.cnsim.testblockchain.node.Vote@3d99d22e, cmg.cnsim.testblockchain.node.Vote@49fc609f]
1510657	node-4	node-3	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@3cef309d, cmg.cnsim.testblockchain.node.Vote@32709393, cmg.cnsim.testblockchain.node.Vote@3d99d22e, cmg.cnsim.testblockchain.node.Vote@49fc609f]
1560757	node-1	node-1	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@cd2dae5
1560757	node-1	node-2	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@cd2dae5
1560757	node-1	node-4	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@cd2dae5
1560757	node-1	node-5	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@cd2dae5
1560757	node-1	node-3	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@cd2dae5
1560857	node-2	node-2	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@3a883ce7
1560871	node-2	node-1	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@3a883ce7
1560871	node-2	node-4	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@3a883ce7
1560871	node-2	node-5	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@3a883ce7
1560871	node-2	node-3	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@3a883ce7
1560957	node-3	node-3	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@4973813a
1560986	node-3	node-2	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@4973813a
1560986	node-3	node-5	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@4973813a
1560986	node-3	node-4	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@4973813a
1560986	node-3	node-1	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@4973813a
1560986	node-4	node-4	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@6321e813
1561029	node-4	node-1	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@6321e813
1561029	node-4	node-2	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@6321e813
1561029	node-4	node-3	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@6321e813
1561029	node-4	node-5	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@6321e813
1661229	node-1	node-1	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@79be0360
1661229	node-1	node-3	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@79be0360
1661229	node-1	node-5	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@79be0360
1661229	node-1	node-4	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@79be0360
1661229	node-1	node-2	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@79be0360
1661429	node-2	node-2	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@22a67b4
1661443	node-2	node-3	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@22a67b4
1661443	node-2	node-5	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@22a67b4
1661443	node-2	node-4	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@22a67b4
1661443	node-2	node-1	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@22a67b4
1661629	node-3	node-3	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@57855c9a
1661658	node-3	node-2	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@57855c9a
1661658	node-3	node-5	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@57855c9a
1661658	node-3	node-4	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@57855c9a
1661658	node-3	node-1	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@57855c9a
1661658	node-4	node-4	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@3b084709
1661701	node-4	node-2	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@3b084709
1661701	node-4	node-3	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@3b084709
1661701	node-4	node-1	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@3b084709
1661701	node-4	node-5	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@3b084709
1711801	node-1	node-1	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@79be0360, cmg.cnsim.testblockchain.node.Vote@22a67b4, cmg.cnsim.testblockchain.node.Vote@57855c9a, cmg.cnsim.testblockchain.node.Vote@3b084709]
1711801	node-1	node-2	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@79be0360, cmg.cnsim.testblockchain.node.Vote@22a67b4, cmg.cnsim.testblockchain.node.Vote@57855c9a, cmg.cnsim.testblockchain.node.Vote@3b084709]
1711801	node-1	node-3	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@79be0360, cmg.cnsim.testblockchain.node.Vote@22a67b4, cmg.cnsim.testblockchain.node.Vote@57855c9a, cmg.cnsim.testblockchain.node.Vote@3b084709]
1711801	node-1	node-4	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@79be0360, cmg.cnsim.testblockchain.node.Vote@22a67b4, cmg.cnsim.testblockchain.node.Vote@57855c9a, cmg.cnsim.testblockchain.node.Vote@3b084709]
1711801	node-1	node-5	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@79be0360, cmg.cnsim.testblockchain.node.Vote@22a67b4, cmg.cnsim.testblockchain.node.Vote@57855c9a, cmg.cnsim.testblockchain.node.Vote@3b084709]
1711901	node-2	node-2	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@79be0360, cmg.cnsim.testblockchain.node.Vote@22a67b4, cmg.cnsim.testblockchain.node.Vote@57855c9a, cmg.cnsim.testblockchain.node.Vote@3b084709]
1711915	node-2	node-1	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@79be0360, cmg.cnsim.testblockchain.node.Vote@22a67b4, cmg.cnsim.testblockchain.node.Vote@57855c9a, cmg.cnsim.testblockchain.node.Vote@3b084709]
1711915	node-2	node-3	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@79be0360, cmg.cnsim.testblockchain.node.Vote@22a67b4, cmg.cnsim.testblockchain.node.Vote@57855c9a, cmg.cnsim.testblockchain.node.Vote@3b084709]
1711915	node-2	node-4	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@79be0360, cmg.cnsim.testblockchain.node.Vote@22a67b4, cmg.cnsim.testblockchain.node.Vote@57855c9a, cmg.cnsim.testblockchain.node.Vote@3b084709]
1711915	node-2	node-5	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@79be0360, cmg.cnsim.testblockchain.node.Vote@22a67b4, cmg.cnsim.testblockchain.node.Vote@57855c9a, cmg.cnsim.testblockchain.node.Vote@3b084709]
1712001	node-3	node-3	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@79be0360, cmg.cnsim.testblockchain.node.Vote@22a67b4, cmg.cnsim.testblockchain.node.Vote@57855c9a, cmg.cnsim.testblockchain.node.Vote@3b084709]
1712030	node-3	node-1	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@79be0360, cmg.cnsim.testblockchain.node.Vote@22a67b4, cmg.cnsim.testblockchain.node.Vote@57855c9a, cmg.cnsim.testblockchain.node.Vote@3b084709]
1712030	node-3	node-4	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@79be0360, cmg.cnsim.testblockchain.node.Vote@22a67b4, cmg.cnsim.testblockchain.node.Vote@57855c9a, cmg.cnsim.testblockchain.node.Vote@3b084709]
1712030	node-3	node-5	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@79be0360, cmg.cnsim.testblockchain.node.Vote@22a67b4, cmg.cnsim.testblockchain.node.Vote@57855c9a, cmg.cnsim.testblockchain.node.Vote@3b084709]
1712030	node-3	node-2	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@79be0360, cmg.cnsim.testblockchain.node.Vote@22a67b4, cmg.cnsim.testblockchain.node.Vote@57855c9a, cmg.cnsim.testblockchain.node.Vote@3b084709]
1712030	node-4	node-4	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@79be0360, cmg.cnsim.testblockchain.node.Vote@22a67b4, cmg.cnsim.testblockchain.node.Vote@57855c9a, cmg.cnsim.testblockchain.node.Vote@3b084709]
1712073	node-4	node-1	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@79be0360, cmg.cnsim.testblockchain.node.Vote@22a67b4, cmg.cnsim.testblockchain.node.Vote@57855c9a, cmg.cnsim.testblockchain.node.Vote@3b084709]
1712073	node-4	node-2	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@79be0360, cmg.cnsim.testblockchain.node.Vote@22a67b4, cmg.cnsim.testblockchain.node.Vote@57855c9a, cmg.cnsim.testblockchain.node.Vote@3b084709]
1712073	node-4	node-5	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@79be0360, cmg.cnsim.testblockchain.node.Vote@22a67b4, cmg.cnsim.testblockchain.node.Vote@57855c9a, cmg.cnsim.testblockchain.node.Vote@3b084709]
1712073	node-4	node-3	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@79be0360, cmg.cnsim.testblockchain.node.Vote@22a67b4, cmg.cnsim.testblockchain.node.Vote@57855c9a, cmg.cnsim.testblockchain.node.Vote@3b084709]
1762173	node-1	node-1	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@3224f60b
1762173	node-1	node-2	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@3224f60b
1762173	node-1	node-4	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@3224f60b
1762173	node-1	node-5	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@3224f60b
1762173	node-1	node-3	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@3224f60b
1762273	node-2	node-2	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@63e2203c
1762287	node-2	node-1	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@63e2203c
1762287	node-2	node-4	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@63e2203c
1762287	node-2	node-5	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@63e2203c
1762287	node-2	node-3	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@63e2203c
1762373	node-3	node-3	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@1efed156
1762402	node-3	node-2	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@1efed156
1762402	node-3	node-5	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@1efed156
1762402	node-3	node-4	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@1efed156
1762402	node-3	node-1	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@1efed156
1762402	node-4	node-4	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@6737fd8f
1762445	node-4	node-1	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@6737fd8f
1762445	node-4	node-2	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@6737fd8f
1762445	node-4	node-3	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@6737fd8f
1762445	node-4	node-5	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@6737fd8f
1862645	node-1	node-1	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@72b6cbcc
1862645	node-1	node-3	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@72b6cbcc
1862645	node-1	node-5	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@72b6cbcc
1862645	node-1	node-4	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@72b6cbcc
1862645	node-1	node-2	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@72b6cbcc
1862845	node-2	node-2	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@a7e666
1862859	node-2	node-3	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@a7e666
1862859	node-2	node-5	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@a7e666
1862859	node-2	node-4	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@a7e666
1862859	node-2	node-1	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@a7e666
1863045	node-3	node-3	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@68bbe345
1863074	node-3	node-2	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@68bbe345
1863074	node-3	node-5	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@68bbe345
1863074	node-3	node-4	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@68bbe345
1863074	node-3	node-1	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@68bbe345
1863074	node-4	node-4	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@30b8a058
1863117	node-4	node-2	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@30b8a058
1863117	node-4	node-3	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@30b8a058
1863117	node-4	node-1	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@30b8a058
1863117	node-4	node-5	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@30b8a058
1913217	node-1	node-1	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@72b6cbcc, cmg.cnsim.testblockchain.node.Vote@a7e666, cmg.cnsim.testblockchain.node.Vote@68bbe345, cmg.cnsim.testblockchain.node.Vote@30b8a058]
1913217	node-1	node-2	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@72b6cbcc, cmg.cnsim.testblockchain.node.Vote@a7e666, cmg.cnsim.testblockchain.node.Vote@68bbe345, cmg.cnsim.testblockchain.node.Vote@30b8a058]
1913217	node-1	node-3	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@72b6cbcc, cmg.cnsim.testblockchain.node.Vote@a7e666, cmg.cnsim.testblockchain.node.Vote@68bbe345, cmg.cnsim.testblockchain.node.Vote@30b8a058]
1913217	node-1	node-4	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@72b6cbcc, cmg.cnsim.testblockchain.node.Vote@a7e666, cmg.cnsim.testblockchain.node.Vote@68bbe345, cmg.cnsim.testblockchain.node.Vote@30b8a058]
1913217	node-1	node-5	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@72b6cbcc, cmg.cnsim.testblockchain.node.Vote@a7e666, cmg.cnsim.testblockchain.node.Vote@68bbe345, cmg.cnsim.testblockchain.node.Vote@30b8a058]
1913317	node-2	node-2	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@72b6cbcc, cmg.cnsim.testblockchain.node.Vote@a7e666, cmg.cnsim.testblockchain.node.Vote@68bbe345, cmg.cnsim.testblockchain.node.Vote@30b8a058]
1913331	node-2	node-1	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@72b6cbcc, cmg.cnsim.testblockchain.node.Vote@a7e666, cmg.cnsim.testblockchain.node.Vote@68bbe345, cmg.cnsim.testblockchain.node.Vote@30b8a058]
1913331	node-2	node-3	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@72b6cbcc, cmg.cnsim.testblockchain.node.Vote@a7e666, cmg.cnsim.testblockchain.node.Vote@68bbe345, cmg.cnsim.testblockchain.node.Vote@30b8a058]
1913331	node-2	node-4	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@72b6cbcc, cmg.cnsim.testblockchain.node.Vote@a7e666, cmg.cnsim.testblockchain.node.Vote@68bbe345, cmg.cnsim.testblockchain.node.Vote@30b8a058]
1913331	node-2	node-5	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@72b6cbcc, cmg.cnsim.testblockchain.node.Vote@a7e666, cmg.cnsim.testblockchain.node.Vote@68bbe345, cmg.cnsim.testblockchain.node.Vote@30b8a058]
1913417	node-3	node-3	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@72b6cbcc, cmg.cnsim.testblockchain.node.Vote@a7e666, cmg.cnsim.testblockchain.node.Vote@68bbe345, cmg.cnsim.testblockchain.node.Vote@30b8a058]
1913446	node-3	node-1	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@72b6cbcc, cmg.cnsim.testblockchain.node.Vote@a7e666, cmg.cnsim.testblockchain.node.Vote@68bbe345, cmg.cnsim.testblockchain.node.Vote@30b8a058]
1913446	node-3	node-4	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@72b6cbcc, cmg.cnsim.testblockchain.node.Vote@a7e666, cmg.cnsim.testblockchain.node.Vote@68bbe345, cmg.cnsim.testblockchain.node.Vote@30b8a058]
1913446	node-3	node-5	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@72b6cbcc, cmg.cnsim.testblockchain.node.Vote@a7e666, cmg.cnsim.testblockchain.node.Vote@68bbe345, cmg.cnsim.testblockchain.node.Vote@30b8a058]
1913446	node-3	node-2	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@72b6cbcc, cmg.cnsim.testblockchain.node.Vote@a7e666, cmg.cnsim.testblockchain.node.Vote@68bbe345, cmg.cnsim.testblockchain.node.Vote@30b8a058]
1913446	node-4	node-4	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@72b6cbcc, cmg.cnsim.testblockchain.node.Vote@a7e666, cmg.cnsim.testblockchain.node.Vote@68bbe345, cmg.cnsim.testblockchain.node.Vote@30b8a058]
1913489	node-4	node-1	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@72b6cbcc, cmg.cnsim.testblockchain.node.Vote@a7e666, cmg.cnsim.testblockchain.node.Vote@68bbe345, cmg.cnsim.testblockchain.node.Vote@30b8a058]
1913489	node-4	node-2	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@72b6cbcc, cmg.cnsim.testblockchain.node.Vote@a7e666, cmg.cnsim.testblockchain.node.Vote@68bbe345, cmg.cnsim.testblockchain.node.Vote@30b8a058]
1913489	node-4	node-5	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@72b6cbcc, cmg.cnsim.testblockchain.node.Vote@a7e666, cmg.cnsim.testblockchain.node.Vote@68bbe345, cmg.cnsim.testblockchain.node.Vote@30b8a058]
1913489	node-4	node-3	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@72b6cbcc, cmg.cnsim.testblockchain.node.Vote@a7e666, cmg.cnsim.testblockchain.node.Vote@68bbe345, cmg.cnsim.testblockchain.node.Vote@30b8a058]
1963589	node-1	node-1	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@7494e528
1963589	node-1	node-2	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@7494e528
1963589	node-1	node-4	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@7494e528
1963589	node-1	node-5	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@7494e528
1963589	node-1	node-3	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@7494e528
1963689	node-2	node-2	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@4bbfb90a
1963703	node-2	node-1	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@4bbfb90a
1963703	node-2	node-4	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@4bbfb90a
1963703	node-2	node-5	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@4bbfb90a
1963703	node-2	node-3	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@4bbfb90a
1963789	node-3	node-3	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@7c29daf3
1963818	node-3	node-2	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@7c29daf3
1963818	node-3	node-5	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@7c29daf3
1963818	node-3	node-4	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@7c29daf3
1963818	node-3	node-1	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@7c29daf3
1963818	node-4	node-4	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@9660f4e
1963861	node-4	node-1	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@9660f4e
1963861	node-4	node-2	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@9660f4e
1963861	node-4	node-3	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@9660f4e
1963861	node-4	node-5	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@9660f4e
2064061	node-1	node-1	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@5a8806ef
2064061	node-1	node-3	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@5a8806ef
2064061	node-1	node-5	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@5a8806ef
2064061	node-1	node-4	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@5a8806ef
2064061	node-1	node-2	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@5a8806ef
2064261	node-2	node-2	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@6c49835d
2064275	node-2	node-3	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@6c49835d
2064275	node-2	node-5	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@6c49835d
2064275	node-2	node-4	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@6c49835d
2064275	node-2	node-1	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@6c49835d
2064461	node-3	node-3	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@5e853265
2064490	node-3	node-2	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@5e853265
2064490	node-3	node-5	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@5e853265
2064490	node-3	node-4	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@5e853265
2064490	node-3	node-1	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@5e853265
2064490	node-4	node-4	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@67205a84
2064533	node-4	node-2	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@67205a84
2064533	node-4	node-3	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@67205a84
2064533	node-4	node-1	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@67205a84
2064533	node-4	node-5	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@67205a84
2114633	node-1	node-1	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@5a8806ef, cmg.cnsim.testblockchain.node.Vote@6c49835d, cmg.cnsim.testblockchain.node.Vote@5e853265, cmg.cnsim.testblockchain.node.Vote@67205a84]
2114633	node-1	node-2	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@5a8806ef, cmg.cnsim.testblockchain.node.Vote@6c49835d, cmg.cnsim.testblockchain.node.Vote@5e853265, cmg.cnsim.testblockchain.node.Vote@67205a84]
