SimTime,EventType,NodeID,Details
1862859,VoteReceived,node-1,Received vote from node 2
1863045,Timeout,node-3,Node timed out
1863045,VoteReceived,node-3,Received vote from node 3
1863074,VoteReceived,node-2,Received vote from node 3
1863074,VoteReceived,node-5,Received vote from node 3
1863074,VoteReceived,node-4,Received vote from node 3
1863074,VoteReceived,node-1,Received vote from node 3
1863074,VoteReceived,node-4,Received vote from node 4
1863117,VoteReceived,node-2,Received vote from node 4
1863117,VoteReceived,node-3,Received vote from node 4
1863117,VoteReceived,node-1,Received vote from node 4
1863117,VoteReceived,node-5,Received vote from node 4
1863202,Timeout,node-4,Node timed out
1912745,Timeout,node-1,Node timed out
1913045,Timeout,node-2,Node timed out
1913217,Timeout,node-1,Node timed out
1913217,SubmissionReceived,node-1,Received submission from node 1
1913217,SubmissionReceived,node-2,Received submission from node 1
1913217,SubmissionReceived,node-3,Received submission from node 1
1913217,SubmissionReceived,node-4,Received submission from node 1
1913217,SubmissionReceived,node-5,Received submission from node 1
1913317,Timeout,node-2,Node timed out
1913317,SubmissionReceived,node-2,Received submission from node 2
1913331,SubmissionReceived,node-1,Received submission from node 2
1913331,SubmissionReceived,node-3,Received submission from node 2
1913331,SubmissionReceived,node-4,Received submission from node 2
1913331,SubmissionReceived,node-5,Received submission from node 2
1913345,Timeout,node-3,Node timed out
1913417,Timeout,node-3,Node timed out
1913417,SubmissionReceived,node-3,Received submission from node 3
1913446,SubmissionReceived,node-1,Received submission from node 3
1913446,SubmissionReceived,node-4,Received submission from node 3
1913446,SubmissionReceived,node-5,Received submission from node 3
1913446,SubmissionReceived,node-2,Received submission from node 3
1913446,SubmissionReceived,node-4,Received submission from node 4
1913474,Timeout,node-4,Node timed out
1913474,Timeout,node-4,Node timed out
1913489,SubmissionReceived,node-1,Received submission from node 4
1913489,SubmissionReceived,node-2,Received submission from node 4
1913489,SubmissionReceived,node-5,Received submission from node 4
1913489,SubmissionReceived,node-3,Received submission from node 4
1963317,Timeout,node-1,Node timed out
1963517,Timeout,node-2,Node timed out
1963589,Timeout,node-1,Node timed out
1963589,HashReceived,node-1,Received hash from node 1
1963589,HashReceived,node-2,Received hash from node 1
1963589,HashReceived,node-4,Received hash from node 1
1963589,HashReceived,node-5,Received hash from node 1
1963589,HashReceived,node-3,Received hash from node 1
1963689,Timeout,node-2,Node timed out
1963689,HashReceived,node-2,Received hash from node 2
1963703,HashReceived,node-1,Received hash from node 2
1963703,HashReceived,node-4,Received hash from node 2
1963703,HashReceived,node-5,Received hash from node 2
1963703,HashReceived,node-3,Received hash from node 2
1963717,Timeout,node-3,Node timed out
1963789,Timeout,node-3,Node timed out
1963789,HashReceived,node-3,Received hash from node 3
1963818,HashReceived,node-2,Received hash from node 3
1963818,HashReceived,node-5,Received hash from node 3
1963818,HashReceived,node-4,Received hash from node 3
1963818,HashReceived,node-1,Received hash from node 3
1963818,HashReceived,node-4,Received hash from node 4
1963846,Timeout,node-4,Node timed out
1963846,Timeout,node-4,Node timed out
1963861,HashReceived,node-1,Received hash from node 4
1963861,HashReceived,node-2,Received hash from node 4
1963861,HashReceived,node-3,Received hash from node 4
1963861,HashReceived,node-5,Received hash from node 4
2013689,Timeout,node-1,Node timed out
2013889,Timeout,node-2,Node timed out
2013961,Timeout,node-1,Node timed out
2013961,Initialization,node-1,Node initialized
2013961,Registration,node-1,Registered in epoch 10
2014061,Timeout,node-2,Node timed out
2014061,Initialization,node-2,Node initialized
2014061,Registration,node-2,Registered in epoch 10
2014089,Timeout,node-3,Node timed out
2014161,Timeout,node-3,Node timed out
2014161,Initialization,node-3,Node initialized
2014161,Registration,node-3,Registered in epoch 10
2014218,Timeout,node-4,Node timed out
2014218,Timeout,node-4,Node timed out
2014218,Initialization,node-4,Node initialized
2014218,Registration,node-4,Registered in epoch 10
2064061,Timeout,node-1,Node timed out
2064061,VoteReceived,node-1,Received vote from node 1
2064061,VoteReceived,node-3,Received vote from node 1
2064061,VoteReceived,node-5,Received vote from node 1
2064061,VoteReceived,node-4,Received vote from node 1
2064061,VoteReceived,node-2,Received vote from node 1
2064261,Timeout,node-2,Node timed out
2064261,VoteReceived,node-2,Received vote from node 2
2064275,VoteReceived,node-3,Received vote from node 2
2064275,VoteReceived,node-5,Received vote from node 2
2064275,VoteReceived,node-4,Received vote from node 2
2064275,VoteReceived,node-1,Received vote from node 2
2064461,Timeout,node-3,Node timed out
2064461,VoteReceived,node-3,Received vote from node 3
2064490,VoteReceived,node-2,Received vote from node 3
2064490,VoteReceived,node-5,Received vote from node 3
2064490,VoteReceived,node-4,Received vote from node 3
2064490,VoteReceived,node-1,Received vote from node 3
2064490,VoteReceived,node-4,Received vote from node 4
2064533,VoteReceived,node-2,Received vote from node 4
2064533,VoteReceived,node-3,Received vote from node 4
2064533,VoteReceived,node-1,Received vote from node 4
2064533,VoteReceived,node-5,Received vote from node 4
2064618,Timeout,node-4,Node timed out
2114161,Timeout,node-1,Node timed out
2114461,Timeout,node-2,Node timed out
2114633,Timeout,node-1,Node timed out
2114633,SubmissionReceived,node-1,Received submission from node 1
2114633,SubmissionReceived,node-2,Received submission from node 1
2114633,SubmissionReceived,node-3,Received submission from node 1
2114633,SubmissionReceived,node-4,Received submission from node 1
2114633,SubmissionReceived,node-5,Received submission from node 1
2114733,Timeout,node-2,Node timed out
2114733,SubmissionReceived,node-2,Received submission from node 2
2114747,SubmissionReceived,node-1,Received submission from node 2
2114747,SubmissionReceived,node-3,Received submission from node 2
2114747,SubmissionReceived,node-4,Received submission from node 2
2114747,SubmissionReceived,node-5,Received submission from node 2
2114761,Timeout,node-3,Node timed out
2114833,Timeout,node-3,Node timed out
2114833,SubmissionReceived,node-3,Received submission from node 3
2114862,SubmissionReceived,node-1,Received submission from node 3
2114862,SubmissionReceived,node-4,Received submission from node 3
2114862,SubmissionReceived,node-5,Received submission from node 3
2114862,SubmissionReceived,node-2,Received submission from node 3
2114862,SubmissionReceived,node-4,Received submission from node 4
2114890,Timeout,node-4,Node timed out
2114890,Timeout,node-4,Node timed out
2114905,SubmissionReceived,node-1,Received submission from node 4
2114905,SubmissionReceived,node-2,Received submission from node 4
2114905,SubmissionReceived,node-5,Received submission from node 4
2114905,SubmissionReceived,node-3,Received submission from node 4
2164733,Timeout,node-1,Node timed out
2164933,Timeout,node-2,Node timed out
2165005,Timeout,node-1,Node timed out
2165005,HashReceived,node-1,Received hash from node 1
2165005,HashReceived,node-2,Received hash from node 1
2165005,HashReceived,node-4,Received hash from node 1
2165005,HashReceived,node-5,Received hash from node 1
2165005,HashReceived,node-3,Received hash from node 1
2165105,Timeout,node-2,Node timed out
2165105,HashReceived,node-2,Received hash from node 2
2165119,HashReceived,node-1,Received hash from node 2
2165119,HashReceived,node-4,Received hash from node 2
2165119,HashReceived,node-5,Received hash from node 2
2165119,HashReceived,node-3,Received hash from node 2
2165133,Timeout,node-3,Node timed out
2165205,Timeout,node-3,Node timed out
2165205,HashReceived,node-3,Received hash from node 3
2165234,HashReceived,node-2,Received hash from node 3
2165234,HashReceived,node-5,Received hash from node 3
2165234,HashReceived,node-4,Received hash from node 3
2165234,HashReceived,node-1,Received hash from node 3
2165234,HashReceived,node-4,Received hash from node 4
2165262,Timeout,node-4,Node timed out
2165262,Timeout,node-4,Node timed out
2165277,HashReceived,node-1,Received hash from node 4
2165277,HashReceived,node-2,Received hash from node 4
2165277,HashReceived,node-3,Received hash from node 4
2165277,HashReceived,node-5,Received hash from node 4
2215105,Timeout,node-1,Node timed out
2215305,Timeout,node-2,Node timed out
2215377,Timeout,node-1,Node timed out
2215377,Registration,node-1,Registered in epoch 11
2215477,Timeout,node-2,Node timed out
2215477,Registration,node-2,Registered in epoch 11
2215505,Timeout,node-3,Node timed out
2215577,Timeout,node-3,Node timed out
2215577,Registration,node-3,Registered in epoch 11
2215634,Timeout,node-4,Node timed out
2215634,Timeout,node-4,Node timed out
2215634,Registration,node-4,Registered in epoch 11
